ID,Nom,Type,Surface,Prix,Prix_m2,Adresse,Ville,Code_Postal,Region,Image,Promoteur,Statut,Année_Construction,DPE,Charges_Mensuelles,Taxe_Fonciere,Rentabilite,Parking,Balcon,Ascenseur,Etage,Nombre_Etages,Date_Disponibilite
93,Le Business - Nantes,Commercial,250,365964,1464,"57 rue boulevard Huet, 44300 Nantes",Nantes,44300,Pays de la Loire,https://example.com/images/properties/commercial/93.jpg,Icade,En négociation,1957,G,912,1830,4.61,True,True,True,14,6,2026-02-26
94,Le Studio - Nantes,Studio,35,254134,7261,"118 avenue chemin Gaillard, 44200 Nantes",Nantes,44200,Pays de la Loire,https://example.com/images/properties/studio/94.jpg,Icade,En négociation,1972,D,118,1271,2.86,True,True,True,1,3,2025-05-06
95,Le Quatuor - Nantes,T4,89,704937,7921,"79 boulevard rue de Roussel, 44200 Nantes",Nantes,44200,Pays de la Loire,https://example.com/images/properties/t4/95.jpg,Eiffage Immobilier,Réservé,2004,B,334,3525,7.12,False,True,True,3,2,2025-06-10
96,Le Trilogie - Nantes,T3,67,366039,5463,"54 avenue rue Laure Carpentier, 44300 Nantes",Nantes,44300,Pays de la Loire,https://example.com/images/properties/t3/96.jpg,Kaufman & Broad,À vendre,1993,A,294,1830,7.82,False,True,True,10,4,2027-02-11
97,Le Prestige - Nantes,T4,68,512507,7537,"27 boulevard chemin Roger, 44100 Nantes",Nantes,44100,Pays de la Loire,https://example.com/images/properties/t4/97.jpg,Bouygues Immobilier,En négociation,1950,F,73,2563,6.6,True,True,True,6,1,2026-11-11
98,Le Quintessence - Nantes,T5,101,660464,6539,"123 avenue boulevard Joly, 44100 Nantes",Nantes,44100,Pays de la Loire,https://example.com/images/properties/t5/98.jpg,Kaufman & Broad,Réservé,1974,D,121,3302,3.86,True,False,True,9,8,2025-05-26
99,L'Équilibre - Nantes,T2,36,294803,8189,"10 avenue boulevard Huet, 44200 Nantes",Nantes,44200,Pays de la Loire,https://example.com/images/properties/t2/99.jpg,Nexity,Réservé,1978,C,69,1474,7.17,True,True,False,10,4,2026-10-20
100,Le Spacieux - Nantes,T4,89,723168,8125,"1 boulevard rue Éric Collet, 44200 Nantes",Nantes,44200,Pays de la Loire,https://example.com/images/properties/t4/100.jpg,Icade,En négociation,2018,B,147,3616,3.22,True,False,False,15,6,2026-03-31
101,Le Duplex - Nantes,Duplex,103,719499,6985,"107 place boulevard Laurent Leconte, 44000 Nantes",Nantes,44000,Pays de la Loire,https://example.com/images/properties/duplex/101.jpg,Kaufman & Broad,En négociation,1952,E,473,3597,5.33,False,True,True,1,10,2026-04-16
102,Le Quintessence - Nantes,T5,114,484341,4249,"90 place avenue Tristan Olivier, 44300 Nantes",Nantes,44300,Pays de la Loire,https://example.com/images/properties/t5/102.jpg,Vinci Immobilier,Réservé,2007,B,133,2422,7.77,True,False,False,11,8,2025-10-18
103,Le Quatuor - Nantes,T4,87,278997,3207,"127 place chemin Benoit, 44200 Nantes",Nantes,44200,Pays de la Loire,https://example.com/images/properties/t4/103.jpg,Pitch Promotion,Réservé,2022,F,419,1395,2.51,True,False,True,3,16,2026-11-05
104,Le Quatuor - Nantes,T4,78,271808,3485,"3 place rue de Charles, 44000 Nantes",Nantes,44000,Pays de la Loire,https://example.com/images/properties/t4/104.jpg,Icade,À vendre,1964,A,195,1359,2.8,False,True,True,7,1,2026-02-25
105,Le Prestige - Nantes,T4,98,598207,6104,"1 place boulevard de Besson, 44000 Nantes",Nantes,44000,Pays de la Loire,https://example.com/images/properties/t4/105.jpg,Icade,Vendu,1976,C,437,2991,6.9,False,True,True,10,20,2025-11-20
106,Le Trilogie - Nantes,T3,69,388977,5637,"115 place rue Benard, 44200 Nantes",Nantes,44200,Pays de la Loire,https://example.com/images/properties/t3/106.jpg,Cogedim,Vendu,2014,D,247,1945,5.42,True,False,True,5,17,2027-02-14
107,Le Panorama - Nantes,Duplex,83,554170,6677,"54 rue avenue Charpentier, 44300 Nantes",Nantes,44300,Pays de la Loire,https://example.com/images/properties/duplex/107.jpg,Pitch Promotion,Réservé,1992,D,224,2771,6.41,False,True,True,12,15,2026-07-13
108,Le Confort - Nantes,T2,50,293691,5874,"115 avenue avenue Fleury, 44300 Nantes",Nantes,44300,Pays de la Loire,https://example.com/images/properties/t2/108.jpg,Bouygues Immobilier,Réservé,1956,B,131,1468,2.5,True,False,True,11,17,2025-06-12
109,Le Spacieux - Nantes,T4,84,667214,7943,"47 avenue rue Jacqueline Parent, 44300 Nantes",Nantes,44300,Pays de la Loire,https://example.com/images/properties/t4/109.jpg,Kaufman & Broad,Vendu,1961,G,148,3336,6.63,False,True,True,13,12,2026-08-29
110,Le Compact - Nantes,Studio,16,117370,7336,"16 avenue avenue Antoine, 44300 Nantes",Nantes,44300,Pays de la Loire,https://example.com/images/properties/studio/110.jpg,Bouygues Immobilier,Vendu,1959,B,73,587,3.46,False,False,True,0,9,2026-09-08
111,Le Majestueux - Strasbourg,T5,102,509910,4999,"121 avenue chemin Besson, 67000 Strasbourg",Strasbourg,67000,Grand Est,https://example.com/images/properties/t5/111.jpg,Vinci Immobilier,Vendu,1958,F,449,2550,4.66,False,False,True,2,2,2026-12-04
112,Le Panorama - Strasbourg,Duplex,118,702411,5953,"110 boulevard boulevard Valentine Riou, 67000 Strasbourg",Strasbourg,67000,Grand Est,https://example.com/images/properties/duplex/112.jpg,Nexity,Vendu,1993,E,265,3512,2.74,True,False,False,11,16,2026-07-13
113,Le Compact - Strasbourg,Studio,16,168075,10505,"73 avenue avenue Simone Laine, 67100 Strasbourg",Strasbourg,67100,Grand Est,https://example.com/images/properties/studio/113.jpg,Nexity,À vendre,2016,G,68,840,7.25,False,True,False,0,7,2026-03-13
114,Le Studio - Strasbourg,Studio,26,238300,9165,"35 place rue Auguste Lesage, 67200 Strasbourg",Strasbourg,67200,Grand Est,https://example.com/images/properties/studio/114.jpg,Nexity,Vendu,1999,G,31,1192,6.07,True,False,False,0,9,2026-04-12
115,Le Trilogie - Strasbourg,T3,56,500503,8938,"50 avenue rue Pauline Mace, 67200 Strasbourg",Strasbourg,67200,Grand Est,https://example.com/images/properties/t3/115.jpg,Bouygues Immobilier,En négociation,1968,F,56,2503,3.64,True,False,True,10,2,2026-03-23
116,Le Quintessence - Strasbourg,T5,124,385636,3110,"16 place rue Jules Fontaine, 67100 Strasbourg",Strasbourg,67100,Grand Est,https://example.com/images/properties/t5/116.jpg,Bouygues Immobilier,Réservé,2008,B,551,1928,3.95,False,True,False,9,2,2026-12-07
117,Le Professionnel - Strasbourg,Commercial,372,222244,597,"146 place rue Fernandez, 67100 Strasbourg",Strasbourg,67100,Grand Est,https://example.com/images/properties/commercial/117.jpg,Nexity,Réservé,1997,F,428,1111,5.79,False,True,True,11,16,2026-12-29
118,Le Professionnel - Strasbourg,Commercial,301,371660,1235,"124 rue rue de Blot, 67100 Strasbourg",Strasbourg,67100,Grand Est,https://example.com/images/properties/commercial/118.jpg,Bouygues Immobilier,Réservé,1975,C,1138,1858,2.35,True,True,True,1,18,2026-06-16
119,Le Panorama - Strasbourg,Duplex,75,964051,12854,"24 rue boulevard de Coulon, 67000 Strasbourg",Strasbourg,67000,Grand Est,https://example.com/images/properties/duplex/119.jpg,Cogedim,En négociation,1978,E,367,4820,4.46,False,True,False,1,14,2025-10-09
120,Le Cosy - Strasbourg,Studio,20,231894,11595,"79 rue avenue de Chartier, 67000 Strasbourg",Strasbourg,67000,Grand Est,https://example.com/images/properties/studio/120.jpg,Icade,Réservé,2002,F,63,1159,5.72,True,False,False,7,20,2026-07-01
121,Le Duo - Strasbourg,T2,46,305910,6650,"88 rue chemin Fleury, 67200 Strasbourg",Strasbourg,67200,Grand Est,https://example.com/images/properties/t2/121.jpg,Icade,Réservé,1962,A,188,1530,5.58,False,True,False,13,7,2025-08-15
122,Le Confort - Strasbourg,T2,39,275091,7054,"16 place boulevard de Durand, 67200 Strasbourg",Strasbourg,67200,Grand Est,https://example.com/images/properties/t2/122.jpg,Kaufman & Broad,À vendre,2017,D,70,1375,2.08,False,False,False,0,19,2026-05-28
123,Le Duplex - Strasbourg,Duplex,82,622420,7590,"94 boulevard chemin Schmitt, 67200 Strasbourg",Strasbourg,67200,Grand Est,https://example.com/images/properties/duplex/123.jpg,Cogedim,À vendre,1982,F,187,3112,2.47,False,True,True,14,12,2025-11-14
124,Le Duo - Strasbourg,T2,37,164248,4439,"27 boulevard avenue Jacques Weiss, 67000 Strasbourg",Strasbourg,67000,Grand Est,https://example.com/images/properties/t2/124.jpg,Kaufman & Broad,Vendu,1960,G,175,821,6.4,True,True,True,15,14,2026-05-24
125,Le Trilogie - Strasbourg,T3,52,430966,8288,"118 rue rue Vasseur, 67200 Strasbourg",Strasbourg,67200,Grand Est,https://example.com/images/properties/t3/125.jpg,Cogedim,En négociation,1974,D,214,2155,3.94,True,False,True,15,11,2025-10-27
126,Le Majestueux - Strasbourg,T5,113,796974,7053,"114 avenue chemin de Joseph, 67100 Strasbourg",Strasbourg,67100,Grand Est,https://example.com/images/properties/t5/126.jpg,Kaufman & Broad,Réservé,1951,G,321,3985,2.93,True,False,False,0,15,2026-09-13
127,Le Quintessence - Strasbourg,T5,121,371108,3067,"35 avenue chemin Christiane Besson, 67100 Strasbourg",Strasbourg,67100,Grand Est,https://example.com/images/properties/t5/127.jpg,Icade,Réservé,2005,E,535,1856,2.56,True,True,True,0,1,2026-09-29
128,L'Horizon - Strasbourg,Duplex,149,1051501,7057,"138 place rue de Seguin, 67000 Strasbourg",Strasbourg,67000,Grand Est,https://example.com/images/properties/duplex/128.jpg,Vinci Immobilier,Vendu,1983,E,244,5258,3.05,False,True,True,4,4,2026-04-19
129,Le Quintessence - Strasbourg,T5,129,342717,2657,"81 boulevard avenue de Millet, 67200 Strasbourg",Strasbourg,67200,Grand Est,https://example.com/images/properties/t5/129.jpg,Pitch Promotion,Réservé,1962,E,589,1714,3.48,False,False,False,7,16,2026-07-25
130,Le Compact - Strasbourg,Studio,16,135173,8448,"138 rue rue de Pierre, 67100 Strasbourg",Strasbourg,67100,Grand Est,https://example.com/images/properties/studio/130.jpg,Vinci Immobilier,En négociation,2023,B,38,676,7.24,True,True,False,11,6,2025-09-20
131,Le Majestueux - Montpellier,T5,130,730391,5618,"69 place boulevard de Foucher, 34090 Montpellier",Montpellier,34090,Occitanie,https://example.com/images/properties/t5/131.jpg,Vinci Immobilier,En négociation,1977,A,194,3652,3.43,False,True,False,5,7,2026-02-02
132,Le Professionnel - Montpellier,Commercial,130,1084899,8345,"150 avenue chemin Margot Lelièvre, 34070 Montpellier",Montpellier,34070,Occitanie,https://example.com/images/properties/commercial/132.jpg,Icade,En négociation,1977,D,183,5424,3.76,True,True,True,14,5,2025-10-29
133,Le Prestige - Montpellier,T4,82,487364,5943,"75 boulevard rue Nicolas Delorme, 34000 Montpellier",Montpellier,34000,Occitanie,https://example.com/images/properties/t4/133.jpg,Nexity,Réservé,1957,D,215,2437,5.04,True,True,False,5,19,2026-05-16
134,Le Familial - Montpellier,T3,58,468001,8069,"98 rue chemin Raymond Mahe, 34080 Montpellier",Montpellier,34080,Occitanie,https://example.com/images/properties/t3/134.jpg,Pitch Promotion,À vendre,1965,A,78,2340,7.93,False,True,False,0,7,2025-10-12
135,Le Business - Montpellier,Commercial,91,1500785,16492,"61 rue rue Bertrand Collet, 34000 Montpellier",Montpellier,34000,Occitanie,https://example.com/images/properties/commercial/135.jpg,Pitch Promotion,Vendu,2012,A,357,7504,4.64,False,True,False,5,17,2027-01-06
136,Le Spacieux - Montpellier,T4,91,321895,3537,"104 rue rue de Baron, 34000 Montpellier",Montpellier,34000,Occitanie,https://example.com/images/properties/t4/136.jpg,Nexity,En négociation,1979,C,192,1609,7.73,True,False,True,0,20,2026-05-17
137,Le Duo - Montpellier,T2,46,336290,7311,"121 place rue de Munoz, 34090 Montpellier",Montpellier,34090,Occitanie,https://example.com/images/properties/t2/137.jpg,Vinci Immobilier,Vendu,1953,E,64,1681,2.67,False,True,True,6,3,2027-01-03
138,Le Duplex - Montpellier,Duplex,87,978713,11250,"48 place chemin de Fernandes, 34080 Montpellier",Montpellier,34080,Occitanie,https://example.com/images/properties/duplex/138.jpg,Icade,Vendu,1986,F,195,4894,2.87,False,False,False,0,14,2025-06-04
139,Le Panorama - Montpellier,Duplex,102,736467,7220,"28 avenue rue de Dufour, 34070 Montpellier",Montpellier,34070,Occitanie,https://example.com/images/properties/duplex/139.jpg,Pitch Promotion,Vendu,1997,B,267,3682,3.06,False,True,True,0,14,2025-06-11
140,Le Professionnel - Montpellier,Commercial,492,515531,1048,"148 avenue avenue Durand, 34090 Montpellier",Montpellier,34090,Occitanie,https://example.com/images/properties/commercial/140.jpg,Eiffage Immobilier,À vendre,2008,B,1568,2578,3.89,True,False,False,3,12,2026-04-12
141,Le Quintessence - Montpellier,T5,110,551482,5013,"4 place chemin Aurore Da Silva, 34070 Montpellier",Montpellier,34070,Occitanie,https://example.com/images/properties/t5/141.jpg,Kaufman & Broad,Réservé,1953,E,166,2757,5.05,True,False,False,0,6,2025-08-05
142,Le Business - Montpellier,Commercial,473,552174,1167,"83 boulevard avenue Didier, 34070 Montpellier",Montpellier,34070,Occitanie,https://example.com/images/properties/commercial/142.jpg,Vinci Immobilier,À vendre,1999,A,1937,2761,2.46,True,False,False,4,16,2026-08-09
143,Le Confort - Montpellier,T2,33,386655,11717,"131 avenue rue Mathilde Richard, 34070 Montpellier",Montpellier,34070,Occitanie,https://example.com/images/properties/t2/143.jpg,Kaufman & Broad,En négociation,1965,C,110,1933,2.92,True,False,False,0,16,2026-12-01
144,Le Quatuor - Montpellier,T4,69,712564,10327,"117 boulevard rue Louise Masse, 34000 Montpellier",Montpellier,34000,Occitanie,https://example.com/images/properties/t4/144.jpg,Pitch Promotion,En négociation,1963,E,190,3563,6.39,False,False,True,12,15,2025-12-07
145,Le Cosy - Montpellier,Studio,19,101091,5321,"47 place rue Alexandre Normand, 34000 Montpellier",Montpellier,34000,Occitanie,https://example.com/images/properties/studio/145.jpg,Vinci Immobilier,À vendre,1972,F,67,505,2.11,True,True,True,0,7,2026-06-26
146,Le Prestige - Montpellier,T4,65,592367,9113,"37 place boulevard de Bernier, 34080 Montpellier",Montpellier,34080,Occitanie,https://example.com/images/properties/t4/146.jpg,Icade,En négociation,1966,G,89,2962,5.92,True,True,False,14,17,2026-03-09
147,L'Harmonie - Bordeaux,T3,65,316349,4867,"117 place rue Gabrielle Langlois, 33000 Bordeaux",Bordeaux,33000,Nouvelle-Aquitaine,https://example.com/images/properties/t3/147.jpg,Pitch Promotion,Réservé,1997,F,74,1582,5.71,False,True,True,12,2,2026-12-07
148,Le Majestueux - Bordeaux,T5,89,784782,8818,"82 place rue Mallet, 33300 Bordeaux",Bordeaux,33300,Nouvelle-Aquitaine,https://example.com/images/properties/t5/148.jpg,Pitch Promotion,Vendu,2022,D,392,3924,3.51,False,False,False,5,9,2025-10-06
149,Le Duplex - Bordeaux,Duplex,132,1147890,8696,"37 boulevard avenue Arnaude Royer, 33000 Bordeaux",Bordeaux,33000,Nouvelle-Aquitaine,https://example.com/images/properties/duplex/149.jpg,Bouygues Immobilier,En négociation,2006,F,600,5739,2.54,True,False,False,4,10,2025-05-29
150,Le Panorama - Bordeaux,Duplex,122,418855,3433,"95 place chemin François Vallée, 33300 Bordeaux",Bordeaux,33300,Nouvelle-Aquitaine,https://example.com/images/properties/duplex/150.jpg,Bouygues Immobilier,Réservé,2011,B,603,2094,7.9,False,True,False,15,11,2025-07-25
151,Le Spacieux - Bordeaux,T4,99,731297,7387,"83 avenue rue de Roux, 33200 Bordeaux",Bordeaux,33200,Nouvelle-Aquitaine,https://example.com/images/properties/t4/151.jpg,Pitch Promotion,Vendu,2003,F,133,3656,4.43,False,True,False,6,10,2026-09-11
152,Le Majestueux - Bordeaux,T5,111,930481,8383,"121 place rue de Benard, 33000 Bordeaux",Bordeaux,33000,Nouvelle-Aquitaine,https://example.com/images/properties/t5/152.jpg,Eiffage Immobilier,En négociation,1971,G,257,4652,4.91,False,False,True,2,16,2026-09-28
153,Le Duplex - Bordeaux,Duplex,109,690527,6335,"30 boulevard chemin Meyer, 33000 Bordeaux",Bordeaux,33000,Nouvelle-Aquitaine,https://example.com/images/properties/duplex/153.jpg,Eiffage Immobilier,À vendre,2009,A,383,3453,4.54,False,False,False,0,1,2026-07-22
154,Le Trilogie - Bordeaux,T3,57,469574,8238,"118 place chemin Ruiz, 33000 Bordeaux",Bordeaux,33000,Nouvelle-Aquitaine,https://example.com/images/properties/t3/154.jpg,Vinci Immobilier,Réservé,1983,A,102,2348,4.14,True,True,True,4,8,2026-12-10
155,Le Commerce - Bordeaux,Commercial,343,580480,1692,"13 rue chemin Moreau, 33000 Bordeaux",Bordeaux,33000,Nouvelle-Aquitaine,https://example.com/images/properties/commercial/155.jpg,Nexity,Réservé,1972,C,1650,2902,5.67,True,True,False,12,19,2026-10-24
156,Le Professionnel - Bordeaux,Commercial,147,1619723,11019,"75 boulevard chemin de Mendès, 33300 Bordeaux",Bordeaux,33300,Nouvelle-Aquitaine,https://example.com/images/properties/commercial/156.jpg,Eiffage Immobilier,Vendu,1972,E,726,8099,5.56,False,False,False,5,19,2026-07-26
157,Le Duo - Bordeaux,T2,34,269645,7931,"73 rue chemin Pauline Pascal, 33300 Bordeaux",Bordeaux,33300,Nouvelle-Aquitaine,https://example.com/images/properties/t2/157.jpg,Nexity,Vendu,2006,E,102,1348,5.46,True,True,True,0,14,2027-01-23
158,L'Horizon - Bordeaux,Duplex,86,1020071,11861,"50 place chemin de Da Costa, 33300 Bordeaux",Bordeaux,33300,Nouvelle-Aquitaine,https://example.com/images/properties/duplex/158.jpg,Bouygues Immobilier,Réservé,1996,F,160,5100,3.89,False,False,True,9,6,2025-04-28
159,Le Panorama - Bordeaux,Duplex,139,1102660,7933,"30 place chemin Thomas Charles, 33200 Bordeaux",Bordeaux,33200,Nouvelle-Aquitaine,https://example.com/images/properties/duplex/159.jpg,Nexity,Vendu,1959,D,339,5513,6.04,False,False,True,2,7,2026-08-30
160,L'Équilibre - Bordeaux,T2,40,281580,7040,"27 boulevard chemin Merle, 33100 Bordeaux",Bordeaux,33100,Nouvelle-Aquitaine,https://example.com/images/properties/t2/160.jpg,Eiffage Immobilier,En négociation,2018,F,138,1408,4.7,True,False,False,2,4,2025-11-16
161,L'Excellence - Bordeaux,T5,90,524229,5825,"116 boulevard chemin Vallée, 33300 Bordeaux",Bordeaux,33300,Nouvelle-Aquitaine,https://example.com/images/properties/t5/161.jpg,Vinci Immobilier,Réservé,1988,F,106,2621,6.22,False,True,True,1,2,2026-04-26
162,Le Quatuor - Bordeaux,T4,83,704817,8492,"6 place chemin Huet, 33200 Bordeaux",Bordeaux,33200,Nouvelle-Aquitaine,https://example.com/images/properties/t4/162.jpg,Kaufman & Broad,Vendu,1957,C,205,3524,6.08,True,True,True,12,13,2025-08-29
163,Le Commerce - Bordeaux,Commercial,209,1415921,6775,"98 boulevard avenue de Letellier, 33300 Bordeaux",Bordeaux,33300,Nouvelle-Aquitaine,https://example.com/images/properties/commercial/163.jpg,Nexity,Vendu,1994,C,806,7080,6.78,False,False,False,0,3,2026-04-13
164,Le Confort - Lille,T2,47,286675,6099,"25 rue boulevard de Lebon, 59130 Lille",Lille,59130,Hauts-de-France,https://example.com/images/properties/t2/164.jpg,Cogedim,En négociation,1972,A,233,1433,6.3,True,False,True,6,18,2025-12-13
165,Le Compact - Lille,Studio,24,119406,4975,"108 boulevard chemin Martine Thomas, 59160 Lille",Lille,59160,Hauts-de-France,https://example.com/images/properties/studio/165.jpg,Pitch Promotion,Vendu,1974,G,55,597,7.71,False,False,False,0,16,2026-10-28
166,Le Confort - Lille,T2,48,219486,4573,"62 rue chemin de Roger, 59000 Lille",Lille,59000,Hauts-de-France,https://example.com/images/properties/t2/166.jpg,Icade,Réservé,2009,D,227,1097,4.55,True,False,True,9,11,2026-03-04
167,Le Commerce - Lille,Commercial,165,1478269,8959,"93 place avenue Collet, 59000 Lille",Lille,59000,Hauts-de-France,https://example.com/images/properties/commercial/167.jpg,Eiffage Immobilier,Réservé,1967,B,404,7391,3.8,False,False,False,0,16,2026-07-11
168,Le Quatuor - Lille,T4,67,565272,8437,"61 rue rue Gomes, 59160 Lille",Lille,59160,Hauts-de-France,https://example.com/images/properties/t4/168.jpg,Bouygues Immobilier,En négociation,2024,A,168,2826,2.27,True,True,False,10,15,2025-04-30
169,L'Équilibre - Lille,T2,48,314433,6551,"89 avenue rue Hélène Gonzalez, 59130 Lille",Lille,59130,Hauts-de-France,https://example.com/images/properties/t2/169.jpg,Bouygues Immobilier,À vendre,2009,C,150,1572,3.92,True,True,False,15,13,2025-03-19
170,Le Commerce - Lille,Commercial,479,1994612,4164,"4 avenue boulevard de Loiseau, 59160 Lille",Lille,59160,Hauts-de-France,https://example.com/images/properties/commercial/170.jpg,Pitch Promotion,Vendu,1952,E,872,9973,4.36,False,False,True,7,6,2026-11-30
171,Le Cosy - Lille,Studio,26,298033,11463,"108 rue rue de Lambert, 59000 Lille",Lille,59000,Hauts-de-France,https://example.com/images/properties/studio/171.jpg,Icade,À vendre,1998,E,106,1490,6.25,True,True,True,10,15,2027-01-14
172,Le Compact - Lille,Studio,31,168413,5433,"52 place rue de Duval, 59777 Lille",Lille,59777,Hauts-de-France,https://example.com/images/properties/studio/172.jpg,Icade,Réservé,1995,F,34,842,3.15,False,True,True,1,4,2027-01-01
173,Le Prestige - Lille,T4,65,564446,8684,"48 boulevard avenue Weiss, 59777 Lille",Lille,59777,Hauts-de-France,https://example.com/images/properties/t4/173.jpg,Bouygues Immobilier,En négociation,1990,A,168,2822,4.42,False,False,True,12,10,2025-03-13
174,Le Business - Lille,Commercial,197,1276827,6481,"31 boulevard avenue Meunier, 59777 Lille",Lille,59777,Hauts-de-France,https://example.com/images/properties/commercial/174.jpg,Eiffage Immobilier,Réservé,1995,E,255,6384,7.48,False,True,True,0,14,2026-03-25
175,Le Professionnel - Lille,Commercial,112,1929062,17224,"86 avenue avenue Françoise Godard, 59130 Lille",Lille,59130,Hauts-de-France,https://example.com/images/properties/commercial/175.jpg,Kaufman & Broad,À vendre,2002,D,195,9645,5.18,False,False,True,5,6,2026-07-17
176,Le Trilogie - Lille,T3,64,391645,6119,"142 place avenue de Hardy, 59777 Lille",Lille,59777,Hauts-de-France,https://example.com/images/properties/t3/176.jpg,Kaufman & Broad,À vendre,1992,C,281,1958,2.41,False,False,True,0,8,2026-11-15
177,Le Duplex - Lille,Duplex,119,1089707,9157,"74 avenue chemin Vallée, 59160 Lille",Lille,59160,Hauts-de-France,https://example.com/images/properties/duplex/177.jpg,Icade,Réservé,2008,G,177,5449,7.83,False,False,True,3,2,2026-09-25
178,Le Cosy - Lille,Studio,25,220441,8818,"145 avenue rue Éric Royer, 59000 Lille",Lille,59000,Hauts-de-France,https://example.com/images/properties/studio/178.jpg,Pitch Promotion,À vendre,1979,C,52,1102,2.42,False,True,False,0,11,2026-12-30
179,Le Familial - Lille,T3,61,522373,8563,"114 place boulevard de Guillou, 59000 Lille",Lille,59000,Hauts-de-France,https://example.com/images/properties/t3/179.jpg,Vinci Immobilier,À vendre,2004,D,282,2612,5.55,False,False,False,11,7,2025-11-10
180,Le Confort - Lille,T2,42,293538,6989,"105 avenue rue Lorraine Munoz, 59160 Lille",Lille,59160,Hauts-de-France,https://example.com/images/properties/t2/180.jpg,Cogedim,À vendre,1964,C,162,1468,4.94,True,False,True,7,11,2026-12-11
181,Le Professionnel - Lille,Commercial,195,960337,4925,"148 boulevard avenue Jules Bousquet, 59000 Lille",Lille,59000,Hauts-de-France,https://example.com/images/properties/commercial/181.jpg,Kaufman & Broad,À vendre,1951,C,356,4802,5.51,False,False,False,9,9,2025-11-15
182,Le Duplex - Lille,Duplex,132,890260,6744,"43 avenue avenue de Rivière, 59130 Lille",Lille,59130,Hauts-de-France,https://example.com/images/properties/duplex/182.jpg,Bouygues Immobilier,À vendre,1952,D,522,4451,2.99,False,True,False,3,20,2025-05-21
183,Le Business - Lille,Commercial,136,483206,3553,"119 boulevard avenue de Rocher, 59160 Lille",Lille,59160,Hauts-de-France,https://example.com/images/properties/commercial/183.jpg,Vinci Immobilier,Réservé,1964,C,666,2416,7.64,True,True,False,6,7,2026-07-06
184,Le Panorama - Lille,Duplex,127,846873,6668,"130 rue rue de Le Roux, 59130 Lille",Lille,59130,Hauts-de-France,https://example.com/images/properties/duplex/184.jpg,Nexity,En négociation,2006,A,273,4234,2.6,True,False,False,15,12,2025-12-01
